repository_full_name,title,author,created_at,merged_at,number,lead_time_days,"target_authors"
"pagopa/io-messages","Add kv and cosmos roles","Garma00",2025-07-15T15:19:29Z,2025-07-15T15:40:40Z,378,0.01,""
"pagopa/io-messages","Use domain storage account","Garma00",2025-07-16T07:44:50Z,2025-07-16T09:13:34Z,379,0.06,""
"pagopa/io-messages","Add mailup env variables","Garma00",2025-07-16T11:39:18Z,2025-07-16T12:08:45Z,381,0.02,""
"pagopa/io-messages","Use correct health check path","Garma00",2025-07-16T13:07:20Z,2025-07-16T13:22:45Z,382,0.01,""
"pagopa/io-messages","Use correct processing-message container name","Garma00",2025-07-16T15:06:20Z,2025-07-16T15:19:49Z,383,0.01,""
"pagopa/io-messages","Move notify api inside pushnotif-func","lucamancosu",2025-07-17T14:48:51Z,2025-07-23T14:05:32Z,384,5.97,""
"pagopa/io-messages","Create new messages api to apim","Garma00",2025-07-18T13:27:33Z,2025-07-21T19:49:02Z,386,3.26,""
"pagopa/io-messages","Add autoscaler for services-func","Garma00",2025-07-18T13:42:15Z,2025-07-21T08:26:55Z,387,2.78,""
"pagopa/io-messages","Update apim resource group","Garma00",2025-07-21T20:04:08Z,2025-07-21T20:21:27Z,388,0.01,""
"pagopa/io-messages","fix base url on apim messages policy","acuiuli",2025-07-21T20:53:17Z,2025-07-21T21:03:07Z,389,0.01,""
"pagopa/io-messages","Remove sending-func","lucamancosu",2025-07-23T09:41:22Z,2025-07-28T09:41:03Z,392,5.00,""
