repository_full_name,title,author,created_at,merged_at,number,lead_time_days,"target_authors"
"pagopa/io-wallet","chore: removed cdn storage account connection string","silvicir",2025-05-06T07:13:16Z,2025-05-06T14:50:11Z,413,0.32,""
"pagopa/io-wallet","feat: [SIW-2091] updated /wallet-attestation endpoint","silvicir",2025-05-08T12:30:22Z,2025-05-12T12:55:04Z,417,4.02,""
"pagopa/io-wallet","feat: added in metadata.federation_entity.contacts in EC","silvicir",2025-05-20T15:13:15Z,2025-05-21T06:33:40Z,427,0.64,""
"pagopa/io-wallet","chore: [SIW-2434] removed wallet-instances-user-id collection","silvicir",2025-05-21T12:53:16Z,2025-05-22T12:32:50Z,429,0.99,""
"pagopa/io-wallet","chore: added wallet-instances-user-id collection","silvicir",2025-05-22T14:34:45Z,2025-05-23T07:49:18Z,431,0.72,""
"pagopa/io-wallet","[SIW-2251] updated autoscale for whitelisted-fiscal-codes collection","silvicir",2025-05-29T07:53:57Z,2025-06-03T07:31:38Z,435,4.98,""
"pagopa/io-wallet","added key vault access policy to ci infra pipeline","silvicir",2025-06-03T07:56:02Z,2025-06-03T09:14:48Z,437,0.05,""
"pagopa/io-wallet","updated cdn config","silvicir",2025-06-03T12:04:37Z,2025-06-03T12:40:35Z,438,0.02,""
"pagopa/io-wallet","fix subscription_id var value","silvicir",2025-06-03T13:17:18Z,2025-06-03T14:12:05Z,439,0.04,""
"pagopa/io-wallet","[SIW-2485]: removed azurerm_role_assignment.certificates_user resource","silvicir",2025-06-03T14:48:04Z,2025-06-05T13:57:43Z,440,1.97,""
"pagopa/io-wallet","fix: fix /wallet-attestations endpoint","silvicir",2025-06-04T12:30:28Z,2025-06-05T10:10:16Z,441,0.90,""
"pagopa/io-wallet","chore: Remove custom crl","grausof",2025-06-13T11:51:17Z,2025-06-13T12:02:32Z,446,0.01,""
"pagopa/io-wallet","infra: [SIW-2499] created user pre-prod function app","silvicir",2025-06-17T14:50:58Z,2025-06-27T10:07:21Z,448,9.80,""
"pagopa/io-wallet","infra: [SIW-2499] added role assignments to uat function app","silvicir",2025-06-27T11:37:36Z,2025-06-27T11:52:36Z,451,0.01,""
"pagopa/io-wallet","fix: [SIW-2499] fix tf typo","silvicir",2025-06-27T12:13:50Z,2025-06-27T12:37:35Z,452,0.02,""
"pagopa/io-wallet","chore: Add UAT user function key to KV","grausof",2025-06-28T13:42:35Z,2025-06-30T06:49:57Z,453,1.71,""
"pagopa/io-wallet","infra: [SIW-2499] added queues creation and revocation wallet instance","silvicir",2025-07-01T13:48:26Z,2025-07-01T14:07:22Z,456,0.01,""
"pagopa/io-wallet","fix: added slash to federation entity base path","silvicir",2025-07-02T12:46:07Z,2025-07-02T13:00:39Z,459,0.01,""
"pagopa/io-wallet","chore: [SIW-2671] added support for different keys for WP and federation entity","silvicir",2025-07-03T09:26:09Z,2025-07-03T12:35:29Z,461,0.13,""
"pagopa/io-wallet","infra: removed WalletKeys app setting","silvicir",2025-07-03T14:31:23Z,2025-07-03T14:43:24Z,463,0.01,""
"pagopa/io-wallet","feat: [SIW-2671] add wallet provider certificate generation","silvicir",2025-07-10T13:07:49Z,2025-07-10T14:34:49Z,466,0.06,""
"pagopa/io-wallet","fix: [SIW-2723] fix wallet attestation vct value","silvicir",2025-07-11T08:29:54Z,2025-07-11T12:24:20Z,468,0.16,""
"pagopa/io-wallet","infra: updated PidIssuerApiClientCertificate uat app setting","silvicir",2025-07-24T10:11:32Z,2025-07-24T10:19:30Z,473,0.01,""
